# Job started on: Wed Jan 25 15:49:32 CET 2017 ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 25 17:21:23 CET 2017
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = J/psi from a single B. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(B->J/psi) = 0.0116
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 1
# ptmax = 300
# ymin  = -2.4
# ymax  = 2.4
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
 215.7500 3.5171e-04 2.3921e-04 4.6124e-04 3.1076e-04 3.8616e-04 3.4893e-04 3.5450e-04 2.4696e-04 4.5565e-04
 216.0000 3.4858e-04 2.3696e-04 4.5738e-04 3.0798e-04 3.8280e-04 3.4580e-04 3.5136e-04 2.4464e-04 4.5182e-04
 216.2500 3.4556e-04 2.3472e-04 4.5348e-04 3.0531e-04 3.7944e-04 3.4278e-04 3.4823e-04 2.4232e-04 4.4799e-04
 216.5000 3.4243e-04 2.3258e-04 4.4962e-04 3.0253e-04 3.7607e-04 3.3976e-04 3.4522e-04 2.4012e-04 4.4416e-04
 216.7500 3.3942e-04 2.3034e-04 4.4572e-04 2.9986e-04 3.7271e-04 3.3675e-04 3.4220e-04 2.3780e-04 4.4034e-04
 217.0000 3.3640e-04 2.2821e-04 4.4197e-04 2.9719e-04 3.6946e-04 3.3373e-04 3.3907e-04 2.3560e-04 4.3662e-04
 217.2500 3.3350e-04 2.2608e-04 4.3819e-04 2.9464e-04 3.6621e-04 3.3083e-04 3.3617e-04 2.3339e-04 4.3291e-04
 217.5000 3.3048e-04 2.2395e-04 4.3444e-04 2.9197e-04 3.6296e-04 3.2793e-04 3.3315e-04 2.3119e-04 4.2920e-04
 217.7500 3.2758e-04 2.2183e-04 4.3077e-04 2.8942e-04 3.5972e-04 3.2503e-04 3.3025e-04 2.2898e-04 4.2560e-04
 218.0000 3.2468e-04 2.1981e-04 4.2714e-04 2.8687e-04 3.5658e-04 3.2213e-04 3.2735e-04 2.2690e-04 4.2201e-04
 218.2500 3.2190e-04 2.1765e-04 4.2347e-04 2.8432e-04 3.5345e-04 3.1935e-04 3.2445e-04 2.2469e-04 4.1841e-04
 218.5000 3.1900e-04 2.1563e-04 4.1984e-04 2.8176e-04 3.5032e-04 3.1656e-04 3.2167e-04 2.2260e-04 4.1482e-04
 218.7500 3.1622e-04 2.1362e-04 4.1632e-04 2.7933e-04 3.4730e-04 3.1378e-04 3.1877e-04 2.2052e-04 4.1134e-04
 219.0000 3.1343e-04 2.1161e-04 4.1280e-04 2.7689e-04 3.4429e-04 3.1100e-04 3.1598e-04 2.1843e-04 4.0786e-04
 219.2500 3.1076e-04 2.0968e-04 4.0925e-04 2.7446e-04 3.4127e-04 3.0821e-04 3.1320e-04 2.1646e-04 4.0438e-04
 219.5000 3.0798e-04 2.0767e-04 4.0585e-04 2.7202e-04 3.3826e-04 3.0554e-04 3.1053e-04 2.1437e-04 4.0101e-04
 219.7500 3.0531e-04 2.0578e-04 4.0244e-04 2.6970e-04 3.3536e-04 3.0288e-04 3.0775e-04 2.1240e-04 3.9765e-04
 220.0000 3.0264e-04 2.0384e-04 3.9901e-04 2.6726e-04 3.3234e-04 3.0021e-04 3.0508e-04 2.1042e-04 3.9428e-04
 220.2500 2.9998e-04 2.0195e-04 3.9560e-04 2.6494e-04 3.2944e-04 2.9766e-04 3.0241e-04 2.0845e-04 3.9092e-04
 220.5000 2.9742e-04 2.0002e-04 3.9232e-04 2.6262e-04 3.2666e-04 2.9499e-04 2.9974e-04 2.0648e-04 3.8767e-04
 220.7500 2.9476e-04 1.9824e-04 3.8903e-04 2.6030e-04 3.2376e-04 2.9244e-04 2.9719e-04 2.0462e-04 3.8442e-04
 221.0000 2.9220e-04 1.9635e-04 3.8574e-04 2.5810e-04 3.2097e-04 2.8988e-04 2.9452e-04 2.0265e-04 3.8118e-04
 221.2500 2.8965e-04 1.9453e-04 3.8257e-04 2.5578e-04 3.1819e-04 2.8733e-04 2.9197e-04 2.0080e-04 3.7804e-04
 221.5000 2.8710e-04 1.9276e-04 3.7928e-04 2.5358e-04 3.1540e-04 2.8490e-04 2.8942e-04 1.9894e-04 3.7480e-04
 221.7500 2.8466e-04 1.9094e-04 3.7607e-04 2.5137e-04 3.1262e-04 2.8234e-04 2.8698e-04 1.9708e-04 3.7166e-04
 222.0000 2.8223e-04 1.8913e-04 3.7290e-04 2.4917e-04 3.0995e-04 2.7991e-04 2.8443e-04 1.9523e-04 3.6853e-04
 222.2500 2.7968e-04 1.8746e-04 3.6988e-04 2.4696e-04 3.0728e-04 2.7747e-04 2.8200e-04 1.9349e-04 3.6552e-04
 222.5000 2.7736e-04 1.8566e-04 3.6667e-04 2.4488e-04 3.0462e-04 2.7515e-04 2.7956e-04 1.9163e-04 3.6238e-04
 222.7500 2.7492e-04 1.8396e-04 3.6362e-04 2.4267e-04 3.0195e-04 2.7272e-04 2.7712e-04 1.8989e-04 3.5937e-04
 223.0000 2.7248e-04 1.8230e-04 3.6070e-04 2.4058e-04 2.9940e-04 2.7040e-04 2.7469e-04 1.8815e-04 3.5647e-04
 223.2500 2.7016e-04 1.8060e-04 3.5761e-04 2.3850e-04 2.9673e-04 2.6808e-04 2.7237e-04 1.8641e-04 3.5345e-04
 223.5000 2.6784e-04 1.7895e-04 3.5467e-04 2.3652e-04 2.9418e-04 2.6576e-04 2.7005e-04 1.8467e-04 3.5055e-04
 223.7500 2.6552e-04 1.7725e-04 3.5165e-04 2.3444e-04 2.9174e-04 2.6344e-04 2.6761e-04 1.8293e-04 3.4754e-04
 224.0000 2.6320e-04 1.7566e-04 3.4882e-04 2.3235e-04 2.8919e-04 2.6112e-04 2.6541e-04 1.8131e-04 3.4475e-04
 224.2500 2.6100e-04 1.7397e-04 3.4584e-04 2.3038e-04 2.8664e-04 2.5891e-04 2.6309e-04 1.7957e-04 3.4185e-04
 224.5000 2.5868e-04 1.7243e-04 3.4294e-04 2.2840e-04 2.8420e-04 2.5671e-04 2.6077e-04 1.7794e-04 3.3895e-04
 224.7500 2.5648e-04 1.7085e-04 3.4011e-04 2.2643e-04 2.8176e-04 2.5439e-04 2.5856e-04 1.7632e-04 3.3617e-04
 225.0000 2.5427e-04 1.6927e-04 3.3728e-04 2.2446e-04 2.7933e-04 2.5230e-04 2.5636e-04 1.7470e-04 3.3338e-04
 225.2500 2.5207e-04 1.6769e-04 3.3449e-04 2.2249e-04 2.7701e-04 2.5010e-04 2.5416e-04 1.7307e-04 3.3060e-04
 225.5000 2.4998e-04 1.6623e-04 3.3174e-04 2.2063e-04 2.7457e-04 2.4789e-04 2.5195e-04 1.7156e-04 3.2793e-04
 225.7500 2.4778e-04 1.6465e-04 3.2906e-04 2.1866e-04 2.7225e-04 2.4580e-04 2.4975e-04 1.6994e-04 3.2526e-04
 226.0000 2.4569e-04 1.6319e-04 3.2624e-04 2.1680e-04 2.6993e-04 2.4372e-04 2.4766e-04 1.6843e-04 3.2248e-04
 226.2500 2.4360e-04 1.6161e-04 3.2353e-04 2.1495e-04 2.6761e-04 2.4163e-04 2.4557e-04 1.6681e-04 3.1981e-04
 226.5000 2.4151e-04 1.6015e-04 3.2093e-04 2.1309e-04 2.6529e-04 2.3954e-04 2.4337e-04 1.6530e-04 3.1726e-04
 226.7500 2.3942e-04 1.5873e-04 3.1825e-04 2.1135e-04 2.6309e-04 2.3745e-04 2.4128e-04 1.6379e-04 3.1459e-04
 227.0000 2.3734e-04 1.5727e-04 3.1565e-04 2.0950e-04 2.6077e-04 2.3548e-04 2.3931e-04 1.6228e-04 3.1204e-04
 227.2500 2.3536e-04 1.5588e-04 3.1306e-04 2.0764e-04 2.5856e-04 2.3351e-04 2.3722e-04 1.6089e-04 3.0949e-04
 227.5000 2.3328e-04 1.5445e-04 3.1049e-04 2.0590e-04 2.5636e-04 2.3142e-04 2.3525e-04 1.5938e-04 3.0694e-04
 227.7500 2.3130e-04 1.5300e-04 3.0790e-04 2.0416e-04 2.5416e-04 2.2945e-04 2.3316e-04 1.5788e-04 3.0438e-04
 228.0000 2.2933e-04 1.5165e-04 3.0534e-04 2.0242e-04 2.5207e-04 2.2748e-04 2.3119e-04 1.5648e-04 3.0183e-04
 228.2500 2.2736e-04 1.5030e-04 3.0285e-04 2.0068e-04 2.4986e-04 2.2562e-04 2.2922e-04 1.5509e-04 2.9940e-04
 228.5000 2.2550e-04 1.4892e-04 3.0037e-04 1.9894e-04 2.4778e-04 2.2365e-04 2.2736e-04 1.5370e-04 2.9696e-04
 228.7500 2.2353e-04 1.4751e-04 2.9792e-04 1.9732e-04 2.4569e-04 2.2179e-04 2.2539e-04 1.5219e-04 2.9452e-04
 229.0000 2.2168e-04 1.4613e-04 2.9544e-04 1.9558e-04 2.4360e-04 2.1994e-04 2.2342e-04 1.5080e-04 2.9209e-04
 229.2500 2.1982e-04 1.4489e-04 2.9307e-04 1.9395e-04 2.4151e-04 2.1796e-04 2.2156e-04 1.4952e-04 2.8977e-04
 229.5000 2.1796e-04 1.4355e-04 2.9060e-04 1.9233e-04 2.3942e-04 2.1611e-04 2.1970e-04 1.4813e-04 2.8733e-04
 229.7500 2.1611e-04 1.4228e-04 2.8826e-04 1.9059e-04 2.3745e-04 2.1437e-04 2.1785e-04 1.4686e-04 2.8501e-04
 230.0000 2.1425e-04 1.4094e-04 2.8593e-04 1.8896e-04 2.3548e-04 2.1251e-04 2.1599e-04 1.4546e-04 2.8269e-04
 230.2500 2.1240e-04 1.3975e-04 2.8360e-04 1.8746e-04 2.3351e-04 2.1066e-04 2.1414e-04 1.4419e-04 2.8037e-04
 230.5000 2.1066e-04 1.3849e-04 2.8123e-04 1.8583e-04 2.3154e-04 2.0892e-04 2.1228e-04 1.4291e-04 2.7805e-04
 230.7500 2.0880e-04 1.3715e-04 2.7901e-04 1.8421e-04 2.2956e-04 2.0718e-04 2.1054e-04 1.4152e-04 2.7585e-04
 231.0000 2.0706e-04 1.3592e-04 2.7676e-04 1.8270e-04 2.2759e-04 2.0544e-04 2.0880e-04 1.4024e-04 2.7364e-04
 231.2500 2.0532e-04 1.3470e-04 2.7443e-04 1.8119e-04 2.2574e-04 2.0370e-04 2.0706e-04 1.3897e-04 2.7132e-04
 231.5000 2.0358e-04 1.3354e-04 2.7229e-04 1.7957e-04 2.2376e-04 2.0196e-04 2.0520e-04 1.3781e-04 2.6924e-04
 231.7500 2.0184e-04 1.3232e-04 2.7007e-04 1.7806e-04 2.2191e-04 2.0022e-04 2.0358e-04 1.3653e-04 2.6703e-04
 232.0000 2.0022e-04 1.3106e-04 2.6782e-04 1.7655e-04 2.2005e-04 1.9859e-04 2.0184e-04 1.3526e-04 2.6483e-04
 232.2500 1.9848e-04 1.2995e-04 2.6572e-04 1.7504e-04 2.1820e-04 1.9685e-04 2.0010e-04 1.3410e-04 2.6274e-04
 232.5000 1.9685e-04 1.2873e-04 2.6347e-04 1.7365e-04 2.1634e-04 1.9523e-04 1.9848e-04 1.3282e-04 2.6054e-04
 232.7500 1.9523e-04 1.2758e-04 2.6137e-04 1.7214e-04 2.1460e-04 1.9360e-04 1.9674e-04 1.3166e-04 2.5845e-04
 233.0000 1.9349e-04 1.2651e-04 2.5926e-04 1.7075e-04 2.1274e-04 1.9198e-04 1.9511e-04 1.3050e-04 2.5636e-04
 233.2500 1.9186e-04 1.2536e-04 2.5716e-04 1.6924e-04 2.1100e-04 1.9036e-04 1.9349e-04 1.2934e-04 2.5427e-04
 233.5000 1.9036e-04 1.2421e-04 2.5511e-04 1.6785e-04 2.0915e-04 1.8873e-04 1.9186e-04 1.2818e-04 2.5230e-04
 233.7500 1.8873e-04 1.2311e-04 2.5300e-04 1.6646e-04 2.0741e-04 1.8722e-04 1.9024e-04 1.2702e-04 2.5021e-04
 234.0000 1.8711e-04 1.2200e-04 2.5101e-04 1.6507e-04 2.0567e-04 1.8560e-04 1.8862e-04 1.2586e-04 2.4824e-04
 234.2500 1.8560e-04 1.2097e-04 2.4892e-04 1.6368e-04 2.0404e-04 1.8409e-04 1.8711e-04 1.2482e-04 2.4615e-04
 234.5000 1.8398e-04 1.1986e-04 2.4693e-04 1.6228e-04 2.0230e-04 1.8258e-04 1.8548e-04 1.2366e-04 2.4418e-04
 234.7500 1.8247e-04 1.1872e-04 2.4502e-04 1.6089e-04 2.0056e-04 1.8096e-04 1.8398e-04 1.2250e-04 2.4232e-04
 235.0000 1.8096e-04 1.1772e-04 2.4303e-04 1.5962e-04 1.9894e-04 1.7945e-04 1.8247e-04 1.2145e-04 2.4035e-04
 235.2500 1.7945e-04 1.1658e-04 2.4105e-04 1.5822e-04 1.9732e-04 1.7794e-04 1.8096e-04 1.2029e-04 2.3838e-04
 235.5000 1.7794e-04 1.1559e-04 2.3917e-04 1.5695e-04 1.9569e-04 1.7655e-04 1.7945e-04 1.1925e-04 2.3652e-04
 235.7500 1.7644e-04 1.1460e-04 2.3719e-04 1.5567e-04 1.9407e-04 1.7504e-04 1.7794e-04 1.1820e-04 2.3455e-04
 236.0000 1.7504e-04 1.1353e-04 2.3528e-04 1.5428e-04 1.9244e-04 1.7354e-04 1.7644e-04 1.1716e-04 2.3270e-04
 236.2500 1.7354e-04 1.1254e-04 2.3341e-04 1.5300e-04 1.9082e-04 1.7214e-04 1.7493e-04 1.1612e-04 2.3084e-04
 236.5000 1.7214e-04 1.1149e-04 2.3150e-04 1.5173e-04 1.8920e-04 1.7075e-04 1.7354e-04 1.1505e-04 2.2898e-04
 236.7500 1.7064e-04 1.1052e-04 2.2966e-04 1.5045e-04 1.8769e-04 1.6924e-04 1.7214e-04 1.1403e-04 2.2713e-04
 237.0000 1.6924e-04 1.0957e-04 2.2787e-04 1.4929e-04 1.8606e-04 1.6785e-04 1.7064e-04 1.1302e-04 2.2539e-04
 237.2500 1.6785e-04 1.0859e-04 2.2600e-04 1.4802e-04 1.8456e-04 1.6646e-04 1.6924e-04 1.1202e-04 2.2353e-04
 237.5000 1.6646e-04 1.0759e-04 2.2424e-04 1.4674e-04 1.8305e-04 1.6507e-04 1.6785e-04 1.1101e-04 2.2179e-04
 237.7500 1.6507e-04 1.0666e-04 2.2248e-04 1.4558e-04 1.8154e-04 1.6379e-04 1.6646e-04 1.1003e-04 2.2005e-04
 238.0000 1.6368e-04 1.0571e-04 2.2072e-04 1.4430e-04 1.8003e-04 1.6240e-04 1.6507e-04 1.0906e-04 2.1831e-04
 238.2500 1.6240e-04 1.0477e-04 2.1894e-04 1.4314e-04 1.7852e-04 1.6101e-04 1.6368e-04 1.0810e-04 2.1657e-04
 238.5000 1.6101e-04 1.0387e-04 2.1721e-04 1.4198e-04 1.7713e-04 1.5973e-04 1.6240e-04 1.0715e-04 2.1483e-04
 238.7500 1.5973e-04 1.0294e-04 2.1542e-04 1.4082e-04 1.7562e-04 1.5846e-04 1.6101e-04 1.0620e-04 2.1309e-04
 239.0000 1.5834e-04 1.0205e-04 2.1381e-04 1.3966e-04 1.7423e-04 1.5706e-04 1.5973e-04 1.0526e-04 2.1147e-04
 239.2500 1.5706e-04 1.0114e-04 2.1202e-04 1.3850e-04 1.7272e-04 1.5579e-04 1.5834e-04 1.0433e-04 2.0973e-04
 239.5000 1.5579e-04 1.0025e-04 2.1038e-04 1.3734e-04 1.7133e-04 1.5451e-04 1.5706e-04 1.0341e-04 2.0810e-04
 239.7500 1.5451e-04 9.9359e-05 2.0874e-04 1.3618e-04 1.6994e-04 1.5324e-04 1.5579e-04 1.0251e-04 2.0648e-04
 240.0000 1.5324e-04 9.8471e-05 2.0709e-04 1.3502e-04 1.6855e-04 1.5196e-04 1.5451e-04 1.0160e-04 2.0486e-04
 240.2500 1.5196e-04 9.7636e-05 2.0545e-04 1.3398e-04 1.6716e-04 1.5080e-04 1.5324e-04 1.0071e-04 2.0323e-04
 240.5000 1.5068e-04 9.6771e-05 2.0381e-04 1.3282e-04 1.6576e-04 1.4952e-04 1.5196e-04 9.9830e-05 2.0161e-04
 240.7500 1.4952e-04 9.5920e-05 2.0214e-04 1.3178e-04 1.6437e-04 1.4825e-04 1.5068e-04 9.8960e-05 1.9998e-04
 241.0000 1.4825e-04 9.5106e-05 2.0064e-04 1.3073e-04 1.6310e-04 1.4709e-04 1.4952e-04 9.8090e-05 1.9848e-04
 241.2500 1.4709e-04 9.4228e-05 1.9897e-04 1.2957e-04 1.6170e-04 1.4581e-04 1.4825e-04 9.7231e-05 1.9685e-04
 241.5000 1.4581e-04 9.3437e-05 1.9747e-04 1.2853e-04 1.6043e-04 1.4465e-04 1.4709e-04 9.6384e-05 1.9534e-04
 241.7500 1.4465e-04 9.2611e-05 1.9583e-04 1.2748e-04 1.5915e-04 1.4349e-04 1.4581e-04 9.5538e-05 1.9372e-04
 242.0000 1.4349e-04 9.1795e-05 1.9427e-04 1.2644e-04 1.5776e-04 1.4233e-04 1.4465e-04 9.4702e-05 1.9221e-04
 242.2500 1.4233e-04 9.0991e-05 1.9275e-04 1.2540e-04 1.5648e-04 1.4117e-04 1.4349e-04 9.3879e-05 1.9070e-04
 242.5000 1.4117e-04 9.0187e-05 1.9122e-04 1.2435e-04 1.5521e-04 1.4001e-04 1.4233e-04 9.3055e-05 1.8920e-04
 242.7500 1.4001e-04 8.9394e-05 1.8980e-04 1.2331e-04 1.5393e-04 1.3885e-04 1.4117e-04 9.2243e-05 1.8780e-04
 243.0000 1.3885e-04 8.8649e-05 1.8831e-04 1.2238e-04 1.5277e-04 1.3769e-04 1.4001e-04 9.1443e-05 1.8630e-04
 243.2500 1.3769e-04 8.7870e-05 1.8678e-04 1.2134e-04 1.5150e-04 1.3665e-04 1.3885e-04 9.0642e-05 1.8479e-04
 243.5000 1.3665e-04 8.7102e-05 1.8534e-04 1.2041e-04 1.5022e-04 1.3549e-04 1.3769e-04 8.9854e-05 1.8340e-04
 243.7500 1.3549e-04 8.6342e-05 1.8396e-04 1.1936e-04 1.4906e-04 1.3433e-04 1.3665e-04 8.9076e-05 1.8200e-04
 244.0000 1.3444e-04 8.5588e-05 1.8240e-04 1.1844e-04 1.4778e-04 1.3328e-04 1.3549e-04 8.8299e-05 1.8050e-04
 244.2500 1.3328e-04 8.4830e-05 1.8102e-04 1.1739e-04 1.4662e-04 1.3224e-04 1.3444e-04 8.7522e-05 1.7910e-04
 244.5000 1.3224e-04 8.4073e-05 1.7961e-04 1.1646e-04 1.4546e-04 1.3108e-04 1.3328e-04 8.6745e-05 1.7771e-04
 244.7500 1.3120e-04 8.3341e-05 1.7820e-04 1.1554e-04 1.4430e-04 1.3004e-04 1.3224e-04 8.5991e-05 1.7632e-04
 245.0000 1.3004e-04 8.2650e-05 1.7682e-04 1.1460e-04 1.4314e-04 1.2899e-04 1.3120e-04 8.5248e-05 1.7493e-04
 245.2500 1.2899e-04 8.1940e-05 1.7541e-04 1.1367e-04 1.4198e-04 1.2795e-04 1.3015e-04 8.4518e-05 1.7354e-04
 245.5000 1.2795e-04 8.1234e-05 1.7410e-04 1.1275e-04 1.4082e-04 1.2690e-04 1.2899e-04 8.3787e-05 1.7226e-04
 245.7500 1.2690e-04 8.0549e-05 1.7269e-04 1.1184e-04 1.3966e-04 1.2586e-04 1.2795e-04 8.3079e-05 1.7087e-04
 246.0000 1.2586e-04 7.9856e-05 1.7140e-04 1.1092e-04 1.3850e-04 1.2493e-04 1.2702e-04 8.2360e-05 1.6959e-04
 246.2500 1.2493e-04 7.9124e-05 1.6999e-04 1.1003e-04 1.3746e-04 1.2389e-04 1.2598e-04 8.1629e-05 1.6820e-04
 246.5000 1.2389e-04 7.8458e-05 1.6869e-04 1.0913e-04 1.3630e-04 1.2284e-04 1.2493e-04 8.0933e-05 1.6692e-04
 246.7500 1.2284e-04 7.7809e-05 1.6742e-04 1.0825e-04 1.3526e-04 1.2192e-04 1.2389e-04 8.0249e-05 1.6565e-04
 247.0000 1.2192e-04 7.7102e-05 1.6610e-04 1.0737e-04 1.3410e-04 1.2087e-04 1.2296e-04 7.9541e-05 1.6437e-04
 247.2500 1.2087e-04 7.6461e-05 1.6483e-04 1.0651e-04 1.3305e-04 1.1994e-04 1.2192e-04 7.8857e-05 1.6310e-04
 247.5000 1.1994e-04 7.5760e-05 1.6354e-04 1.0564e-04 1.3201e-04 1.1902e-04 1.2099e-04 7.8149e-05 1.6182e-04
 247.7500 1.1902e-04 7.5097e-05 1.6224e-04 1.0479e-04 1.3096e-04 1.1797e-04 1.1994e-04 7.7476e-05 1.6054e-04
 248.0000 1.1797e-04 7.4482e-05 1.6109e-04 1.0395e-04 1.2992e-04 1.1704e-04 1.1902e-04 7.6815e-05 1.5938e-04
 248.2500 1.1704e-04 7.3825e-05 1.5979e-04 1.0311e-04 1.2888e-04 1.1612e-04 1.1809e-04 7.6142e-05 1.5811e-04
 248.5000 1.1612e-04 7.3190e-05 1.5861e-04 1.0228e-04 1.2783e-04 1.1518e-04 1.1716e-04 7.5493e-05 1.5695e-04
 248.7500 1.1520e-04 7.2556e-05 1.5731e-04 1.0145e-04 1.2679e-04 1.1425e-04 1.1612e-04 7.4843e-05 1.5567e-04
 249.0000 1.1427e-04 7.1918e-05 1.5613e-04 1.0064e-04 1.2574e-04 1.1333e-04 1.1523e-04 7.4182e-05 1.5451e-04
 249.2500 1.1336e-04 7.1310e-05 1.5494e-04 9.9830e-05 1.2470e-04 1.1243e-04 1.1432e-04 7.3556e-05 1.5335e-04
 249.5000 1.1245e-04 7.0692e-05 1.5367e-04 9.9029e-05 1.2377e-04 1.1153e-04 1.1340e-04 7.2918e-05 1.5208e-04
 249.7500 1.1155e-04 7.0099e-05 1.5248e-04 9.8240e-05 1.2273e-04 1.1064e-04 1.1250e-04 7.2303e-05 1.5092e-04
 250.0000 1.1065e-04 6.9503e-05 1.5132e-04 9.7452e-05 1.2180e-04 1.0975e-04 1.1159e-04 7.1688e-05 1.4976e-04
 250.2500 1.0977e-04 6.8914e-05 1.5016e-04 9.6663e-05 1.2087e-04 1.0887e-04 1.1070e-04 7.1085e-05 1.4860e-04
 250.5000 1.0890e-04 6.8308e-05 1.4897e-04 9.5897e-05 1.1983e-04 1.0800e-04 1.0982e-04 7.0458e-05 1.4744e-04
 250.7500 1.0803e-04 6.7725e-05 1.4791e-04 9.5132e-05 1.1890e-04 1.0714e-04 1.0894e-04 6.9855e-05 1.4639e-04
 251.0000 1.0717e-04 6.7127e-05 1.4675e-04 9.4366e-05 1.1797e-04 1.0628e-04 1.0808e-04 6.9240e-05 1.4523e-04
 251.2500 1.0631e-04 6.6566e-05 1.4558e-04 9.3612e-05 1.1704e-04 1.0543e-04 1.0721e-04 6.8660e-05 1.4407e-04
 251.5000 1.0547e-04 6.6005e-05 1.4452e-04 9.2870e-05 1.1612e-04 1.0459e-04 1.0636e-04 6.8080e-05 1.4303e-04
 251.7500 1.0462e-04 6.5434e-05 1.4334e-04 9.2127e-05 1.1516e-04 1.0376e-04 1.0551e-04 6.7489e-05 1.4187e-04
 252.0000 1.0380e-04 6.4856e-05 1.4228e-04 9.1385e-05 1.1425e-04 1.0294e-04 1.0467e-04 6.6897e-05 1.4082e-04
 252.2500 1.0297e-04 6.4308e-05 1.4122e-04 9.0666e-05 1.1334e-04 1.0212e-04 1.0384e-04 6.6329e-05 1.3978e-04
 252.5000 1.0215e-04 6.3756e-05 1.4017e-04 8.9935e-05 1.1244e-04 1.0130e-04 1.0302e-04 6.5760e-05 1.3874e-04
 252.7500 1.0134e-04 6.3219e-05 1.3911e-04 8.9227e-05 1.1156e-04 1.0050e-04 1.0220e-04 6.5204e-05 1.3769e-04
 253.0000 1.0054e-04 6.2675e-05 1.3805e-04 8.8508e-05 1.1066e-04 9.9702e-05 1.0138e-04 6.4647e-05 1.3665e-04
 253.2500 9.9737e-05 6.2136e-05 1.3700e-04 8.7800e-05 1.0979e-04 9.8913e-05 1.0058e-04 6.4090e-05 1.3560e-04
 253.5000 9.8948e-05 6.1629e-05 1.3594e-04 8.7104e-05 1.0892e-04 9.8136e-05 9.9795e-05 6.3568e-05 1.3456e-04
 253.7500 9.8171e-05 6.1124e-05 1.3488e-04 8.6420e-05 1.0807e-04 9.7359e-05 9.9006e-05 6.3046e-05 1.3352e-04
 254.0000 9.7394e-05 6.0618e-05 1.3383e-04 8.5736e-05 1.0721e-04 9.6582e-05 9.8217e-05 6.2524e-05 1.3247e-04
 254.2500 9.6616e-05 6.0090e-05 1.3278e-04 8.5051e-05 1.0636e-04 9.5816e-05 9.7440e-05 6.1979e-05 1.3143e-04
 254.5000 9.5862e-05 5.9560e-05 1.3183e-04 8.4378e-05 1.0553e-04 9.5062e-05 9.6674e-05 6.1434e-05 1.3050e-04
 254.7500 9.5097e-05 5.9055e-05 1.3078e-04 8.3706e-05 1.0470e-04 9.4308e-05 9.5909e-05 6.0912e-05 1.2946e-04
 255.0000 9.4354e-05 5.8569e-05 1.2984e-04 8.3044e-05 1.0388e-04 9.3566e-05 9.5155e-05 6.0413e-05 1.2853e-04
 255.2500 9.3612e-05 5.8066e-05 1.2878e-04 8.2395e-05 1.0305e-04 9.2835e-05 9.4401e-05 5.9891e-05 1.2748e-04
 255.5000 9.2870e-05 5.7584e-05 1.2785e-04 8.1745e-05 1.0225e-04 9.2092e-05 9.3658e-05 5.9392e-05 1.2656e-04
 255.7500 9.2139e-05 5.7066e-05 1.2691e-04 8.1096e-05 1.0144e-04 9.1373e-05 9.2928e-05 5.8858e-05 1.2563e-04
 256.0000 9.1408e-05 5.6584e-05 1.2597e-04 8.0458e-05 1.0065e-04 9.0654e-05 9.2185e-05 5.8360e-05 1.2470e-04
 256.2500 9.0689e-05 5.6122e-05 1.2503e-04 7.9820e-05 9.9864e-05 8.9946e-05 9.1466e-05 5.7884e-05 1.2377e-04
 256.5000 8.9981e-05 5.5638e-05 1.2409e-04 7.9193e-05 9.9076e-05 8.9239e-05 9.0747e-05 5.7385e-05 1.2284e-04
 256.7500 8.9274e-05 5.5165e-05 1.2315e-04 7.8567e-05 9.8298e-05 8.8531e-05 9.0039e-05 5.6898e-05 1.2192e-04
 257.0000 8.8578e-05 5.4693e-05 1.2221e-04 7.7952e-05 9.7533e-05 8.7835e-05 8.9332e-05 5.6411e-05 1.2099e-04
 257.2500 8.7882e-05 5.4276e-05 1.2127e-04 7.7337e-05 9.6767e-05 8.7151e-05 8.8624e-05 5.5982e-05 1.2006e-04
 257.5000 8.7186e-05 5.3819e-05 1.2033e-04 7.6734e-05 9.6002e-05 8.6466e-05 8.7940e-05 5.5506e-05 1.1913e-04
 257.7500 8.6501e-05 5.3347e-05 1.1940e-04 7.6131e-05 9.5259e-05 8.5794e-05 8.7244e-05 5.5019e-05 1.1820e-04
 258.0000 8.5828e-05 5.2883e-05 1.1857e-04 7.5528e-05 9.4517e-05 8.5121e-05 8.6559e-05 5.4543e-05 1.1739e-04
 258.2500 8.5156e-05 5.2445e-05 1.1764e-04 7.4936e-05 9.3774e-05 8.4448e-05 8.5886e-05 5.4091e-05 1.1646e-04
 258.5000 8.4494e-05 5.2004e-05 1.1676e-04 7.4344e-05 9.3044e-05 8.3787e-05 8.5214e-05 5.3638e-05 1.1559e-04
 258.7500 8.3833e-05 5.1567e-05 1.1588e-04 7.3764e-05 9.2324e-05 8.3137e-05 8.4552e-05 5.3186e-05 1.1472e-04
 259.0000 8.3184e-05 5.1126e-05 1.1501e-04 7.3184e-05 9.1605e-05 8.2488e-05 8.3891e-05 5.2734e-05 1.1387e-04
